city,property_type,area_sqft,bedrooms,bathrooms,age_years,floor,parking,furnished,facing,road_width,location_score,nearby_schools,nearby_hospital,nearby_metro,price
Chennai,House,609,1,2,12,2,0,Furnished,North-West,35,4.9,1,2,2,9796778
Bangalore,House,2493,3,3,19,9,3,Furnished,South-East,45,9.7,7,1,1,45596050
Bangalore,Commercial,3938,2,4,1,29,0,Furnished,West,78,7.1,9,4,1,97606968
Hyderabad,Villa,1963,1,2,2,5,3,Furnished,South-West,10,3.8,2,1,0,34444183
Delhi,Office,425,3,1,14,5,3,Unfurnished,North-East,62,7.6,3,4,1,12739655
Delhi,Industrial,574,2,3,22,19,1,Furnished,East,15,4.0,7,4,1,13613869
Mumbai,Office,1734,2,4,18,20,0,Semi-Furnished,South,46,2.1,2,4,1,51403099
Chennai,Office,721,3,1,12,1,3,Furnished,North-East,11,5.3,5,3,1,14644219
Hyderabad,Farm,4550,2,4,4,25,0,Furnished,East,78,7.8,1,4,1,32266018
Surat,Office,4447,5,2,25,25,1,Furnished,East,99,4.4,2,4,2,46366151
Delhi,House,3627,3,2,21,23,1,Unfurnished,East,50,8.8,0,1,1,74033287
Bangalore,Farm,2272,2,1,5,9,1,Furnished,North-West,60,4.5,8,4,2,25665538
Kolkata,Apartment,2467,1,4,13,22,1,Semi-Furnished,North-West,56,4.1,3,3,2,22225432
Kolkata,Office,732,1,3,3,25,2,Furnished,South-West,22,10.0,5,1,2,13342043
Hyderabad,Office,3391,5,3,21,5,3,Furnished,South-West,85,5.3,6,4,0,53552236
Chennai,Apartment,1310,3,1,18,22,2,Furnished,East,78,8.2,1,1,0,15657531
Chennai,Office,4896,2,1,22,27,1,Semi-Furnished,South-East,75,8.2,7,3,2,71871473
Pune,Apartment,1349,2,1,6,16,3,Furnished,North-West,68,9.3,8,1,0,18670697
Jaipur,Farm,2475,1,4,3,29,3,Semi-Furnished,West,77,1.8,9,3,1,13295591
Delhi,House,2914,5,3,1,13,0,Semi-Furnished,East,68,3.4,1,2,2,54364807
Chennai,Apartment,3731,1,3,26,4,1,Furnished,West,19,7.9,4,4,2,40816694
Bangalore,Villa,3429,1,3,6,22,2,Semi-Furnished,West,22,6.1,1,3,2,84042433
Hyderabad,Apartment,500,5,1,2,16,0,Unfurnished,East,11,6.0,4,4,0,6718349
Surat,Office,2800,3,3,14,1,3,Furnished,South,99,2.5,6,3,0,29650615
Pune,Industrial,3771,2,2,0,8,2,Furnished,South-East,24,3.5,5,0,0,53707232
Ahmedabad,Industrial,2743,3,1,1,11,1,Semi-Furnished,East,55,5.7,3,0,1,26162722
Mumbai,Farm,752,4,3,9,18,2,Semi-Furnished,South-West,66,3.5,1,0,0,11680046
Surat,Commercial,3355,4,4,15,21,2,Furnished,East,19,2.9,6,3,2,44770170
Ahmedabad,Farm,1418,4,1,24,6,2,Unfurnished,North-West,31,1.8,9,4,0,7318485
Kolkata,Commercial,1579,5,2,27,8,0,Semi-Furnished,East,98,2.4,8,0,0,19340928
Mumbai,Industrial,3936,1,2,14,20,3,Semi-Furnished,South,88,7.9,0,4,0,97178178
Delhi,Industrial,4050,3,4,23,15,2,Unfurnished,North-West,86,7.5,2,3,0,73947242
Bangalore,Apartment,2902,2,4,14,19,3,Unfurnished,South-West,17,1.4,6,4,2,39107172
Mumbai,House,4219,4,1,13,10,0,Furnished,North,30,2.8,8,4,0,111419242
Jaipur,Villa,1379,3,1,21,11,1,Unfurnished,North,94,6.0,4,0,2,15556758
Ahmedabad,Farm,1376,4,2,13,14,1,Furnished,West,31,3.9,6,1,0,8844257
Delhi,Office,1771,4,4,5,17,2,Unfurnished,South-East,54,8.4,9,2,1,40728344
Jaipur,Commercial,2680,2,1,13,18,0,Semi-Furnished,West,49,8.1,6,3,1,27978580
Kolkata,Office,4976,5,2,16,15,1,Furnished,South,31,9.0,3,3,2,60842204
Jaipur,House,507,1,4,17,14,0,Furnished,North-East,39,6.1,4,3,2,5921624
Pune,Commercial,1372,5,2,19,4,0,Furnished,South-West,71,4.2,1,2,1,28694665
Pune,Farm,2026,3,3,18,10,2,Unfurnished,South-East,82,6.5,7,1,1,16744786
Hyderabad,Apartment,1103,5,4,29,14,2,Semi-Furnished,South-West,54,1.8,0,4,0,11198987
Surat,Office,1274,3,1,16,28,0,Furnished,North,44,1.1,1,3,1,14670574
Surat,House,4209,3,1,15,17,0,Furnished,West,91,1.2,2,4,2,40951786
Delhi,Farm,2811,1,3,7,12,2,Furnished,South-West,51,4.7,6,0,2,38345196
Kolkata,Industrial,2507,2,4,6,3,0,Furnished,North,14,3.1,5,0,1,24412485
Chennai,Industrial,3953,1,2,19,16,2,Semi-Furnished,South,36,2.4,6,0,2,44688464
Pune,Farm,1673,5,1,27,3,3,Unfurnished,South,79,6.5,4,3,0,13188995
Delhi,Farm,959,3,3,11,15,0,Semi-Furnished,North-East,71,10.0,3,2,0,14183268
Chennai,Farm,516,4,3,8,22,2,Furnished,South-West,41,2.6,6,3,1,6827243
Surat,Commercial,3446,4,4,26,14,0,Semi-Furnished,North-East,17,5.9,2,0,2,38355340
Hyderabad,Farm,443,3,4,13,13,2,Furnished,North-West,94,2.1,9,0,1,4710396
Jaipur,Office,908,1,1,19,11,0,Unfurnished,South-East,27,9.4,6,3,2,10040533
Pune,House,3839,2,3,0,2,1,Unfurnished,South-West,87,3.6,1,2,2,51653033
Delhi,Commercial,4328,1,2,9,9,1,Unfurnished,South,24,8.9,7,2,2,106817070
Mumbai,Farm,1316,3,3,16,7,0,Furnished,West,35,3.5,5,4,0,21328972
Chennai,Villa,3345,3,2,16,5,1,Semi-Furnished,North,62,8.3,2,1,2,58284106
Jaipur,Villa,1198,2,2,16,21,0,Unfurnished,East,53,2.9,2,0,0,14124207
Pune,House,2160,5,1,3,13,0,Furnished,North-East,41,3.6,4,2,2,38290516
Surat,Industrial,2733,5,3,16,16,3,Furnished,East,37,2.7,2,0,1,26935058
Kolkata,Apartment,3675,2,2,17,20,3,Semi-Furnished,South-West,48,3.4,5,1,0,29992718
Chennai,Apartment,1218,5,4,19,18,1,Unfurnished,West,41,8.5,1,0,0,13443003
Surat,Industrial,2568,4,2,22,15,3,Furnished,North-East,86,6.8,7,2,0,24301798
Pune,Commercial,4135,5,4,1,14,3,Semi-Furnished,East,88,4.7,8,4,1,72314216
Chennai,Commercial,3465,5,4,7,25,0,Unfurnished,South-East,27,9.7,6,3,0,54421597
Jaipur,Commercial,3659,5,3,12,14,2,Semi-Furnished,West,79,5.2,2,3,1,35942782
Pune,Apartment,1306,4,4,22,0,0,Semi-Furnished,North,20,9.7,9,2,2,16437352
Ahmedabad,Villa,4508,5,2,24,23,3,Furnished,South-East,41,2.8,3,2,2,70117702
Delhi,Apartment,1002,4,4,29,22,0,Furnished,West,29,9.1,9,1,1,19175761
Jaipur,Office,4695,2,3,21,22,1,Furnished,North-West,49,1.1,1,0,0,44486629
Chennai,Farm,3033,1,1,19,11,2,Semi-Furnished,North-East,17,5.9,8,1,0,20310893
Kolkata,Commercial,2191,2,2,21,9,3,Furnished,South,44,4.8,4,3,1,30019521
Surat,Villa,3927,1,2,14,13,3,Semi-Furnished,North,78,5.7,1,0,2,48717550
Mumbai,House,4943,2,3,19,9,0,Semi-Furnished,South-West,87,6.0,9,1,1,124479584
Surat,House,2211,1,3,22,9,0,Furnished,South-East,30,4.5,5,3,0,20761501
Chennai,Farm,4311,1,3,8,19,0,Unfurnished,South-East,33,10.0,6,0,0,30428272
Surat,Villa,1240,3,3,2,28,0,Unfurnished,East,26,9.8,1,4,0,17337185
Delhi,Apartment,3542,1,2,2,10,3,Unfurnished,North-East,27,9.7,0,4,0,54401061
Pune,Apartment,2490,1,1,1,21,0,Semi-Furnished,South-West,21,9.8,6,1,2,30662518
Mumbai,Office,1436,3,4,0,15,3,Semi-Furnished,South,25,8.1,0,2,2,44512598
Bangalore,Office,1124,5,4,13,28,0,Semi-Furnished,West,13,9.9,2,0,2,24909777
Chennai,Apartment,1387,5,1,16,8,2,Furnished,South,98,9.0,3,1,0,17266158
Hyderabad,House,1202,3,1,12,14,2,Semi-Furnished,North-East,43,4.7,1,2,0,15498167
Bangalore,Commercial,2982,4,1,18,13,0,Furnished,North-East,55,8.1,6,2,0,72004722
Surat,House,4237,1,3,29,18,0,Furnished,North-West,84,9.2,4,0,1,39223896
Chennai,Office,926,1,2,22,8,1,Unfurnished,North-West,86,7.4,0,0,0,13618592
Ahmedabad,Farm,2065,3,2,14,3,2,Unfurnished,South,40,4.8,7,2,2,11431103
Hyderabad,Apartment,1538,3,2,26,20,3,Unfurnished,West,34,1.6,9,3,2,13465903
Mumbai,Office,859,4,3,24,6,2,Furnished,South,83,8.3,6,1,2,27854265
Kolkata,Office,2952,5,2,13,21,3,Furnished,North-East,33,9.6,3,0,1,37356566
Ahmedabad,Commercial,4820,2,3,1,25,0,Furnished,North-East,74,4.3,1,2,2,58845860
Bangalore,Apartment,3208,5,2,6,7,2,Semi-Furnished,East,34,2.4,6,3,1,44194164
Pune,Commercial,3298,1,1,16,23,2,Furnished,North-West,37,3.9,1,4,1,59259202
Delhi,Apartment,3643,3,4,17,7,1,Unfurnished,South-West,45,6.2,5,2,1,53424193
Kolkata,Commercial,4468,4,4,5,18,1,Unfurnished,South-West,91,3.9,0,3,0,55180270
Ahmedabad,House,2731,5,3,26,14,2,Furnished,South-West,15,6.5,6,4,0,27728167
Pune,Farm,4970,4,2,20,15,2,Furnished,East,75,9.7,6,3,2,42653041
Pune,Farm,4085,5,4,7,29,2,Unfurnished,North,76,7.0,3,0,2,30817233
Chennai,Apartment,1031,1,1,27,25,3,Furnished,South-West,81,4.3,3,2,1,11886437
Ahmedabad,Villa,2856,2,1,26,21,0,Unfurnished,North-East,57,9.4,9,4,0,38156235
Mumbai,Industrial,1381,4,1,1,22,1,Semi-Furnished,East,92,6.1,4,3,2,36289816
Surat,Office,4717,4,3,0,8,0,Unfurnished,South,79,2.2,1,4,2,50376948
Hyderabad,Office,1956,2,3,15,25,1,Semi-Furnished,North-West,87,5.5,8,1,0,26231965
Hyderabad,Apartment,2605,4,2,6,25,1,Furnished,North-West,76,6.9,9,2,1,29994571
Bangalore,Commercial,4843,4,1,21,29,1,Furnished,West,57,8.5,3,0,2,106100779
Bangalore,Villa,4355,5,2,23,11,2,Semi-Furnished,South,74,9.4,8,4,2,99981597
Hyderabad,House,1321,5,2,10,15,1,Furnished,West,53,3.9,2,3,0,20778599
Mumbai,Commercial,804,2,1,14,3,0,Semi-Furnished,East,72,2.4,8,4,0,24572294
Delhi,Commercial,2020,1,2,12,4,1,Furnished,South-East,55,1.7,0,3,1,57393770
Jaipur,Apartment,3352,4,4,29,7,0,Unfurnished,South-West,28,7.6,6,4,1,20563055
Surat,Apartment,3518,1,3,23,0,1,Furnished,North,73,8.2,3,0,2,24712760
Delhi,Office,1994,2,2,1,27,1,Unfurnished,South,92,4.7,6,0,1,41919267
Chennai,Apartment,965,2,1,13,5,2,Unfurnished,South,82,4.6,9,2,2,11354402
Jaipur,Apartment,3268,5,3,23,14,0,Semi-Furnished,South,80,9.6,5,0,2,20889384
Jaipur,Apartment,1257,4,3,5,3,1,Furnished,West,59,9.3,3,4,0,11035012
Ahmedabad,Office,1684,3,2,8,20,1,Semi-Furnished,East,72,3.1,3,4,2,18353290
Mumbai,House,984,2,4,27,10,0,Furnished,South,50,8.0,7,0,0,28526138
Mumbai,House,4727,4,2,6,4,1,Unfurnished,South-East,16,6.6,6,1,2,104868259
Jaipur,Industrial,1645,1,4,17,17,3,Unfurnished,South,18,2.4,3,4,2,13047683
Ahmedabad,Industrial,451,5,3,23,23,2,Furnished,North-West,13,4.2,5,2,2,6413720
Surat,Apartment,2563,1,2,8,14,0,Furnished,South-West,98,2.6,5,1,1,20816962
Jaipur,Industrial,937,2,1,22,17,2,Semi-Furnished,North,58,3.7,0,0,1,7020438
Kolkata,Office,940,2,2,3,19,3,Furnished,South-West,85,6.5,1,3,0,14305216
Bangalore,House,1214,1,4,8,27,3,Furnished,North-West,15,4.4,3,4,2,25744655
Bangalore,Commercial,1815,2,4,3,12,3,Furnished,North-West,91,4.5,5,3,0,43929589
Delhi,House,3238,4,2,11,4,0,Semi-Furnished,North,30,5.9,5,2,0,59909981
Chennai,House,2052,2,4,3,29,3,Furnished,South-East,24,1.8,0,1,2,27983529
Bangalore,Office,3065,5,3,24,0,0,Unfurnished,East,76,7.6,7,3,1,59933533
Pune,Industrial,4914,4,2,29,21,0,Semi-Furnished,North-West,75,4.6,1,2,1,63277681
Delhi,Commercial,4462,3,4,23,17,1,Semi-Furnished,East,65,5.3,4,3,0,101281678
Bangalore,Office,2756,2,2,19,13,0,Unfurnished,North-West,77,9.8,3,3,1,54327164
Chennai,Apartment,4210,2,2,13,4,3,Unfurnished,North-East,41,4.1,4,2,2,39059249
Mumbai,Farm,1263,5,1,23,5,0,Unfurnished,North,75,6.8,4,4,2,17919775
Mumbai,House,585,5,2,23,26,0,Furnished,North-West,38,4.5,9,3,1,17628820
Surat,Farm,4756,1,1,6,23,2,Unfurnished,North-East,75,9.0,7,2,1,22607830
Jaipur,Office,1951,1,4,25,24,3,Furnished,South-West,43,8.6,9,3,0,20380884
Kolkata,Office,2607,1,1,12,28,0,Semi-Furnished,West,36,3.2,6,4,1,31368788
Mumbai,Office,1161,5,1,21,27,1,Semi-Furnished,North-East,69,7.2,8,2,0,38693466
Ahmedabad,Farm,4719,1,1,7,15,0,Unfurnished,South,48,1.6,0,3,2,21571840
Bangalore,Office,1679,1,3,22,21,0,Furnished,North-West,53,9.7,5,0,2,36718379
Ahmedabad,Apartment,4675,3,1,4,20,2,Unfurnished,North-East,91,4.1,5,4,2,33748383
Chennai,Office,4094,1,2,11,11,3,Unfurnished,East,45,8.5,1,3,1,59335976
Mumbai,Villa,3681,2,1,12,19,3,Furnished,West,28,3.9,7,1,1,146424049
Kolkata,Industrial,1936,5,2,28,17,1,Unfurnished,South-East,54,6.7,5,2,1,18558337
Chennai,Farm,3564,4,1,19,1,1,Semi-Furnished,North-West,93,9.9,9,3,0,25506629
Pune,Villa,3170,3,3,13,22,1,Unfurnished,South,30,8.9,8,4,0,62068605
Pune,Office,2363,5,4,27,20,0,Furnished,South-East,32,2.4,9,4,0,39199998
Ahmedabad,Apartment,4245,5,1,17,22,0,Furnished,North-East,98,5.9,4,1,2,31155491
Jaipur,House,3835,2,1,26,12,1,Semi-Furnished,South-East,36,4.1,6,1,0,33519894
Delhi,Commercial,961,1,3,23,26,3,Furnished,South-East,81,4.9,5,3,1,26164005
Jaipur,Industrial,2821,2,1,24,16,3,Furnished,West,28,4.0,4,0,1,22408059
Surat,Commercial,2535,1,2,19,16,1,Semi-Furnished,South-West,50,4.0,5,4,2,28404701
Jaipur,Office,2461,1,1,3,15,2,Unfurnished,South-East,35,5.9,3,0,1,23107318
Surat,Industrial,2580,5,1,20,20,3,Semi-Furnished,South-East,37,2.7,2,0,1,22602840
Surat,Industrial,2360,1,4,17,17,3,Unfurnished,North-West,73,5.8,0,3,1,20390110
Kolkata,Apartment,4279,3,4,6,7,1,Semi-Furnished,South-West,77,3.5,0,2,0,31158722
Mumbai,Industrial,3679,3,1,14,29,3,Unfurnished,West,89,3.6,5,2,0,87396963
Kolkata,Farm,4284,3,3,20,2,0,Semi-Furnished,South,60,7.6,8,2,1,24921722
Surat,Villa,3670,5,4,5,16,0,Unfurnished,North-East,83,1.3,7,1,1,43411286
Chennai,Villa,982,2,1,15,28,3,Semi-Furnished,West,57,4.4,1,4,1,19767792
Pune,Villa,2013,4,4,19,17,0,Unfurnished,West,19,4.7,8,1,1,34268583
Surat,Farm,1501,1,1,23,25,2,Semi-Furnished,North,82,5.4,7,4,0,8617994
Kolkata,Commercial,688,4,4,7,25,3,Furnished,West,48,7.0,8,4,2,12867965
Chennai,Apartment,4259,2,4,27,22,1,Unfurnished,South-West,28,4.3,3,4,1,37916665
Kolkata,Industrial,3460,2,2,20,5,0,Semi-Furnished,North,73,2.9,8,3,0,30933738
Jaipur,Farm,3326,5,1,15,27,2,Unfurnished,North-East,28,9.0,1,2,1,16936403
Bangalore,Villa,4502,3,1,27,7,2,Unfurnished,South-East,85,9.8,0,1,2,101109545
Ahmedabad,Office,1583,3,1,21,22,0,Semi-Furnished,North-West,71,1.2,8,1,0,17914430
Delhi,House,4735,2,1,15,29,2,Unfurnished,North-West,22,5.9,9,3,0,86800684
Kolkata,Industrial,1846,5,4,2,25,3,Semi-Furnished,North-East,34,4.1,7,4,2,21228760
Delhi,Farm,2149,5,2,16,12,2,Furnished,North-East,98,3.5,6,2,2,27081987
Hyderabad,Farm,2303,1,2,8,7,0,Unfurnished,South-West,51,4.0,7,0,0,14990983
Kolkata,Apartment,3575,3,3,24,18,2,Furnished,East,48,6.7,0,0,2,32247718
Bangalore,Apartment,1477,2,1,2,5,0,Unfurnished,South-East,39,2.7,8,3,1,19972331
Delhi,Farm,2777,4,3,19,28,0,Unfurnished,North-East,14,9.2,9,2,2,29628020
Surat,Villa,1247,3,4,28,22,2,Unfurnished,West,90,5.2,8,0,2,16479508
Kolkata,House,3276,1,3,6,14,0,Semi-Furnished,South-West,27,3.9,8,0,0,33442738
Mumbai,Industrial,1639,5,1,17,9,0,Furnished,North-West,30,7.9,5,1,2,43757298
Ahmedabad,Apartment,1732,2,2,11,26,1,Unfurnished,South,95,1.1,3,2,0,12874215
Bangalore,Industrial,3906,3,2,18,16,3,Semi-Furnished,South-West,59,4.9,1,0,1,59263572
Delhi,Villa,2779,4,1,15,0,0,Unfurnished,North-West,15,4.2,3,1,2,72871752
Bangalore,Industrial,4522,1,4,21,6,3,Semi-Furnished,North,59,4.0,6,2,2,67483938
Chennai,Office,3637,1,1,26,28,1,Unfurnished,South-West,89,4.0,0,4,0,49819352
Ahmedabad,Apartment,2765,3,4,23,26,1,Furnished,North-West,75,1.3,8,2,0,23240901
Surat,Villa,2812,4,2,16,12,1,Furnished,East,10,2.4,2,3,2,37801462
Kolkata,Villa,3574,1,4,19,2,1,Unfurnished,South-West,66,2.3,3,1,0,43147408
Kolkata,House,772,2,1,14,18,3,Semi-Furnished,South-West,39,9.9,4,4,2,11130147
Kolkata,House,2349,1,1,0,14,2,Unfurnished,South-East,67,1.2,2,1,1,25767276
Ahmedabad,Office,644,4,1,1,4,2,Semi-Furnished,North-East,61,2.5,3,1,2,9689566
Mumbai,Villa,2240,5,4,7,10,3,Unfurnished,South-East,46,9.8,4,0,1,75524656
Hyderabad,Commercial,3827,5,4,21,21,0,Semi-Furnished,South-West,57,6.7,0,2,1,57705894
Pune,Villa,524,3,4,24,17,3,Furnished,North-East,96,5.1,8,1,0,14797756
Jaipur,House,3153,4,2,1,2,0,Unfurnished,North-West,10,1.7,9,1,0,25441767
Delhi,Commercial,2319,1,3,18,5,0,Furnished,South,28,7.0,9,3,0,56054379
Mumbai,Apartment,2035,1,3,8,2,2,Furnished,South,55,2.2,3,3,0,44923520
Surat,Apartment,1825,5,1,8,29,1,Unfurnished,South-West,76,7.0,8,3,2,16374520
Delhi,Industrial,1940,5,2,12,4,2,Unfurnished,East,11,9.8,3,1,1,31986275
Kolkata,Farm,930,2,4,5,8,2,Semi-Furnished,North,65,5.8,0,4,2,8364220
Bangalore,House,4749,5,1,29,27,3,Semi-Furnished,North-West,26,2.9,4,2,1,79111908
Surat,Farm,3503,2,2,14,18,3,Furnished,North-East,91,6.6,8,1,1,21352196
Delhi,Commercial,2201,1,1,18,27,0,Semi-Furnished,South-West,88,5.6,2,0,1,53466617
Kolkata,House,1436,2,2,20,26,3,Semi-Furnished,North-West,31,5.8,4,4,2,16982504
Delhi,Office,4128,2,2,14,12,0,Unfurnished,South-West,36,5.3,2,4,0,89933141
Bangalore,Villa,4411,3,3,17,28,0,Semi-Furnished,East,64,7.1,2,2,2,106860451
Kolkata,Office,3863,5,1,6,5,1,Furnished,West,41,6.1,0,4,1,50591988
Hyderabad,Commercial,1542,2,4,25,10,1,Semi-Furnished,West,69,9.9,1,2,2,22314133
Mumbai,House,2155,1,3,10,20,2,Furnished,East,92,8.4,1,4,1,60474822
Chennai,Commercial,2029,4,3,7,20,1,Unfurnished,North-East,37,3.4,8,2,0,31962080
Jaipur,Villa,1162,2,4,5,26,0,Furnished,South-East,37,7.5,6,3,0,17418839
Ahmedabad,Apartment,4357,5,2,7,29,3,Semi-Furnished,East,83,2.9,7,3,2,34768583
Jaipur,Apartment,957,3,4,1,13,1,Unfurnished,South-West,93,8.0,1,4,0,8499538
Surat,Commercial,1239,1,1,18,5,1,Semi-Furnished,North-East,34,2.3,8,4,1,13093019
Jaipur,Farm,402,3,4,15,5,1,Unfurnished,South,94,5.3,2,2,1,4051118
Kolkata,House,1451,4,2,6,16,1,Unfurnished,East,87,8.1,9,2,0,16395388
Hyderabad,House,1804,2,4,9,10,0,Semi-Furnished,North-East,95,3.5,1,1,0,22288598
Chennai,Apartment,556,2,2,11,14,0,Semi-Furnished,East,35,8.5,0,3,0,7393519
Mumbai,Industrial,2337,5,2,16,8,2,Unfurnished,East,84,6.8,8,1,2,57877047
Mumbai,Office,910,2,1,6,20,3,Unfurnished,South-East,80,4.6,7,1,2,26910388
Bangalore,Industrial,3804,1,4,21,16,2,Semi-Furnished,South-East,26,4.8,3,0,1,63401368
Ahmedabad,Villa,1537,4,4,7,23,2,Furnished,South-West,91,9.3,6,2,2,26680841
Delhi,Office,4314,3,1,6,6,1,Semi-Furnished,North-East,16,3.0,2,0,2,94945933
Hyderabad,Office,3721,4,2,3,6,3,Unfurnished,North-East,65,7.2,2,0,1,45831768
Delhi,Commercial,1114,2,4,2,29,1,Semi-Furnished,North,73,7.4,3,1,1,32810706
Chennai,Apartment,2686,3,1,18,20,0,Furnished,East,29,9.3,1,0,0,28445630
Jaipur,Industrial,3054,5,2,14,0,2,Semi-Furnished,West,47,7.4,9,2,0,24285641
Mumbai,Industrial,1390,4,1,3,24,3,Unfurnished,East,84,6.3,3,1,2,34728506
Chennai,Apartment,4829,3,4,24,26,0,Semi-Furnished,East,67,9.1,9,2,1,48848472
Jaipur,Industrial,2560,3,1,8,24,2,Unfurnished,North-East,25,8.5,2,4,2,21442190
Mumbai,Apartment,4857,3,3,12,7,3,Unfurnished,East,60,7.5,7,0,2,86538023
Jaipur,Commercial,2544,1,2,17,4,2,Semi-Furnished,North-West,36,1.3,1,1,1,26628451
Ahmedabad,Farm,2463,4,3,20,29,3,Unfurnished,East,60,4.4,8,3,1,13927775
Hyderabad,Office,3003,3,3,15,18,2,Unfurnished,North-West,84,6.7,2,2,1,38730250
Surat,Commercial,2377,4,2,0,7,1,Furnished,South-East,25,5.7,3,0,1,26944416
Chennai,House,775,3,2,3,16,2,Furnished,West,96,3.9,9,2,2,14871841
Chennai,Villa,1141,5,1,17,18,2,Furnished,South-West,69,2.3,9,2,2,26535865
Pune,Farm,4885,5,2,7,11,3,Furnished,North-East,85,6.0,2,4,2,47646801
Kolkata,House,3067,5,3,19,26,3,Unfurnished,East,49,3.6,2,2,1,32584139
Ahmedabad,Office,1640,2,3,15,22,1,Semi-Furnished,North-West,76,3.1,7,4,0,18710718
Ahmedabad,Industrial,3870,3,4,20,29,3,Unfurnished,North-West,11,4.6,7,4,2,33523881
Delhi,Apartment,2767,2,2,10,14,2,Unfurnished,South-East,57,8.1,5,4,0,40955906
Jaipur,Office,2643,4,3,19,3,3,Unfurnished,North-West,61,5.4,3,0,0,22318542
Kolkata,Commercial,3949,2,4,20,22,3,Semi-Furnished,South-West,33,2.9,0,2,0,47399457
Hyderabad,Villa,817,4,4,20,11,3,Furnished,South,93,2.1,3,2,1,16621963
Hyderabad,Commercial,1006,4,1,20,26,1,Unfurnished,North,91,5.5,7,4,1,15265085
Ahmedabad,Farm,967,4,3,26,12,1,Unfurnished,South-West,87,8.1,5,2,2,6529323
Hyderabad,Farm,943,2,1,18,13,0,Furnished,West,91,6.9,1,2,2,7838981
Pune,Villa,1283,3,3,22,4,1,Unfurnished,South-West,11,3.1,2,4,1,25402389
Chennai,House,1623,2,1,18,21,1,Semi-Furnished,South-East,74,4.9,6,3,1,20350888
Bangalore,House,3293,3,1,17,15,1,Unfurnished,South-East,29,8.7,3,3,0,52394426
Surat,Farm,2468,3,2,18,29,2,Unfurnished,South-West,43,2.6,3,4,1,12564878
Delhi,Farm,4109,4,1,10,6,0,Furnished,East,50,5.8,4,0,1,49134191
Jaipur,Industrial,2186,2,2,2,14,2,Unfurnished,South,50,4.2,7,2,1,17540974
Surat,Apartment,1857,3,4,7,12,1,Unfurnished,East,84,2.1,6,2,1,14073090
Jaipur,Industrial,2314,5,3,19,25,1,Semi-Furnished,East,32,1.4,8,3,0,18160008
Mumbai,Industrial,477,3,4,18,15,0,Furnished,South-West,47,6.0,4,4,2,13961638
Surat,House,4013,5,3,9,11,0,Furnished,North-East,53,1.2,0,0,0,39317219
Bangalore,Villa,1708,2,4,15,6,3,Semi-Furnished,North-East,76,1.9,3,4,1,37249818
Ahmedabad,House,1047,2,3,4,15,1,Unfurnished,North-East,71,4.1,5,3,1,12164464
Pune,Apartment,2587,2,1,19,22,1,Furnished,South,21,1.4,5,3,2,33318332
Chennai,Commercial,952,3,3,8,22,2,Furnished,East,39,4.6,8,2,2,21521589
Chennai,Farm,681,1,3,7,26,3,Unfurnished,North,96,2.2,9,1,2,7323318
Pune,Farm,1681,3,4,10,12,1,Unfurnished,West,74,4.1,4,0,0,13570930
Kolkata,Apartment,2246,3,4,15,28,2,Furnished,North-East,50,8.1,4,0,2,21793254
Mumbai,Industrial,2887,4,4,6,22,0,Unfurnished,North-East,29,6.6,5,1,1,65614364
Jaipur,Villa,3193,4,2,14,2,2,Furnished,South-East,15,5.0,5,3,1,40239267
Bangalore,Farm,4111,3,2,23,14,1,Unfurnished,East,84,1.8,2,4,1,37107077
Hyderabad,Office,4599,5,3,28,27,2,Unfurnished,East,13,6.6,5,0,0,56491285
Surat,Industrial,3176,4,3,20,2,2,Semi-Furnished,South,19,2.5,7,1,2,25843193
Mumbai,Farm,1996,3,1,19,6,3,Unfurnished,South,60,1.7,5,2,2,28358997
Surat,Office,879,1,1,22,29,3,Semi-Furnished,North-East,47,7.0,4,2,2,10370612
Bangalore,Apartment,3712,5,3,16,17,0,Unfurnished,East,10,9.2,2,3,2,47364010
Delhi,Apartment,3618,2,2,5,13,3,Furnished,North,17,5.1,0,0,1,62270328
Delhi,Industrial,2363,3,3,14,17,2,Furnished,West,90,1.4,4,4,0,45291519
Mumbai,Farm,2542,3,1,7,18,3,Unfurnished,South-West,92,8.9,5,0,2,29637955
Ahmedabad,House,4298,5,2,6,13,1,Unfurnished,East,72,1.6,5,2,1,41893849
Bangalore,Office,2472,4,2,1,19,2,Furnished,South-East,42,8.8,5,0,1,55014026
Bangalore,Villa,1695,4,1,29,5,2,Unfurnished,South-West,24,4.5,2,2,0,35204849
Pune,Farm,1338,4,3,12,28,2,Semi-Furnished,East,40,4.3,3,1,2,13754443
Ahmedabad,Villa,1161,2,4,29,7,1,Semi-Furnished,North-West,30,5.9,2,1,0,15029696
Jaipur,Farm,2069,5,3,22,25,2,Semi-Furnished,South,12,9.6,1,2,2,11306979
Jaipur,House,4262,5,3,28,25,3,Semi-Furnished,South-East,75,9.1,7,4,0,36163362
Hyderabad,House,3085,4,1,5,6,1,Semi-Furnished,West,44,5.2,6,4,2,36983285
Chennai,Industrial,4299,4,2,28,19,2,Unfurnished,North-East,50,7.3,7,0,2,47685933
Delhi,Industrial,2331,1,1,4,17,3,Unfurnished,South-East,68,6.2,5,2,0,40288430
Jaipur,House,4339,1,3,19,17,3,Semi-Furnished,East,25,7.2,6,3,2,33612234
Ahmedabad,Commercial,1526,3,4,0,14,0,Unfurnished,North-East,65,8.5,0,4,0,19916912
